"","tconst","collabdens","collabcentr"
"13425","tt0100119","0","0"
"13426","tt0100122","0","0"
"13427","tt0100123","0","0"
"13428","tt0100126","0","0"
"13429","tt0100128","0","0"
"13430","tt0100129","0","0"
"13431","tt0100133","0","0"
"13432","tt0100134","0","0"
"13433","tt0100135","0.666666666666667","0.5"
"13434","tt0100136","0","0"
"13435","tt0100139","0","0"
"13436","tt0100140","0.1","0.1875"
"13437","tt0100143","0.133333333333333","0.32"
"13438","tt0100147","0","0"
"13439","tt0100148","0","0"
"13440","tt0100150","0.285714285714286","0.25"
"13441","tt0100152","0.333333333333333","0.25"
"13442","tt0100156","0","0"
"13443","tt0100157","0.133333333333333","0.345679012345679"
"13444","tt0100159","0","0"
"13445","tt0100161","0","0"
"13446","tt0100168","0.166666666666667","0.222222222222222"
"13447","tt0100169","0","0"
"13448","tt0100170","0","0"
"13449","tt0100171","0","0"
"13450","tt0100172","0","0"
"13451","tt0100180","0","0"
"13452","tt0100188","0","0"
"13453","tt0100189","0","0"
"13454","tt0100190","0","0"
"13455","tt0100193","1","0"
"13456","tt0100196","0.333333333333333","0.25"
"13457","tt0100200","0","0"
"13458","tt0100201","0","0"
"13459","tt0100204","0","0"
"13460","tt0100206","0","0"
"13461","tt0100207","0","0"
"13462","tt0100211","1","0"
"13463","tt0100212","0","0"
"13464","tt0100222","0","0"
"13465","tt0100224","0.166666666666667","0.222222222222222"
"13466","tt0100229","0","0"
"13467","tt0100232","0","0"
"13468","tt0100246","0.1","0.1875"
"13469","tt0100251","0","0"
"13470","tt0100253","0","0"
"13471","tt0100256","0","0"
"13472","tt0100257","0","0"
"13473","tt0100258","0","0"
"13474","tt0100260","0.166666666666667","0.222222222222222"
"13475","tt0100261","0","0"
"13476","tt0100262","0","0"
"13477","tt0100263","0","0"
"13478","tt0100271","0","0"
"13479","tt0100274","0","0"
"13480","tt0100280","0","0"
"13481","tt0100281","0","0"
"13482","tt0100288","0","0"
"13483","tt0100296","0","0"
"13484","tt0100299","0","0"
"13485","tt0100302","0","0"
"13486","tt0100317","0","0"
"13487","tt0100318","0","0"
"13488","tt0100319","0","0"
"13489","tt0100322","0","0"
"13490","tt0100324","0","0"
"13491","tt0100330","0","0"
"13492","tt0100333","0","0"
"13493","tt0100342","0","0"
"13494","tt0100347","0","0"
"13495","tt0100357","0","0"
"13496","tt0100369","0","0"
"13497","tt0100376","0","0"
"13498","tt0100382","0","0"
"13499","tt0100395","0.0952380952380952","0.277777777777778"
"13500","tt0100403","0.583333333333333","0.46875"
"13501","tt0100404","0.166666666666667","0.222222222222222"
"13502","tt0100405","0","0"
"13503","tt0100409","0","0"
"13504","tt0100416","0","0"
"13505","tt0100424","0","0"
"13506","tt0100425","1","0"
"13507","tt0100430","0","0"
"13508","tt0100436","0","0"
"13509","tt0100438","0","0"
"13510","tt0100442","0","0"
"13511","tt0100449","0","0"
"13512","tt0100455","0","0"
"13513","tt0100464","0","0"
"13514","tt0100466","0","0"
"13515","tt0100468","0","0"
"13516","tt0100471","0","0"
"13517","tt0100472","0","0"
"13518","tt0100477","0","0"
"13519","tt0100484","0","0"
"13520","tt0100485","0","0"
"13521","tt0100486","0.1","0.1875"
"13522","tt0100488","0","0"
"13523","tt0100491","0","0"
"13524","tt0100494","0","0"
"13525","tt0100496","0.5","0.222222222222222"
"13526","tt0100497","0","0"
"13527","tt0100502","0","0"
"13528","tt0100504","0","0"
"13529","tt0100505","0","0"
"13530","tt0100507","0.75","0.122448979591837"
"13531","tt0100510","0.5","0.222222222222222"
"13532","tt0100512","0","0"
"13533","tt0100514","0.1","0.1875"
"13534","tt0100519","0","0"
"13535","tt0100524","0","0"
"13536","tt0100526","0","0"
"13537","tt0100528","0","0"
"13538","tt0100529","0","0"
"13539","tt0100530","0.1","0.1875"
"13540","tt0100546","0","0"
"13541","tt0100558","0","0"
"13542","tt0100566","0","0"
"13543","tt0100567","0","0"
"13544","tt0100568","0","0"
"13545","tt0100572","0","0"
"13546","tt0100582","0","0"
"13547","tt0100586","0","0"
"13548","tt0100587","0","0"
"13549","tt0100588","0","0"
"13550","tt0100589","0","0"
"13551","tt0100592","0","0"
"13552","tt0100594","0","0"
"13553","tt0100602","0","0"
"13554","tt0100603","0","0"
"13555","tt0100606","0","0"
"13556","tt0100611","0","0"
"13557","tt0100613","0","0"
"13558","tt0100618","0","0"
"13559","tt0100619","0","0"
"13560","tt0100620","0","0"
"13561","tt0100637","0","0"
"13562","tt0100638","0","0"
"13563","tt0100650","0","0"
"13564","tt0100655","0","0"
"13565","tt0100659","0","0"
"13566","tt0100660","0","0"
"13567","tt0100661","0","0"
"13568","tt0100667","0","0"
"13569","tt0100670","0","0"
"13570","tt0100680","0","0"
"13571","tt0100681","0.666666666666667","0.444444444444444"
"13572","tt0100684","0","0"
"13573","tt0100685","0","0"
"13574","tt0100691","0","0"
"13575","tt0100695","0","0"
"13576","tt0100700","0","0"
"13577","tt0100701","0","0"
"13578","tt0100702","0","0"
"13579","tt0100707","0","0"
"13580","tt0100708","0","0"
"13581","tt0100711","0","0"
"13582","tt0100715","0","0"
"13583","tt0100722","0","0"
"13584","tt0100723","1","0"
"13585","tt0100725","1","0"
"13586","tt0100740","0.5","0.222222222222222"
"13587","tt0100762","0","0"
"13588","tt0100765","0","0"
"13589","tt0100766","0","0"
"13590","tt0100772","0","0"
"13591","tt0100774","0","0"
"13592","tt0100775","0","0"
"13593","tt0100786","0","0"
"13594","tt0100791","0","0"
"13595","tt0100797","0","0"
"13596","tt0100802","0.0222222222222222","0.0987654320987654"
"13597","tt0100807","0","0"
"13598","tt0100808","0","0"
"13599","tt0100813","0","0"
"13600","tt0100814","0.0666666666666667","0.172839506172839"
"13601","tt0100815","0","0"
"13602","tt0100821","0.333333333333333","0.25"
"13603","tt0100822","0","0"
"13604","tt0100826","0","0"
"13605","tt0100827","0","0"
"13606","tt0100828","0.2","0.375"
"13607","tt0100830","0","0"
"13608","tt0100840","0","0"
"13609","tt0100842","0","0"
"13610","tt0100848","0","0"
"13611","tt0100851","1","0"
"13612","tt0100866","0.333333333333333","0.25"
"13613","tt0100868","0","0"
"13614","tt0100869","0","0"
"13615","tt0100873","0","0"
"13616","tt0100876","1","0"
"13617","tt0100878","0","0"
"13618","tt0100879","0","0"
"13619","tt0100889","0","0"
"13620","tt0100899","0","0"
"13621","tt0100904","0.166666666666667","0.222222222222222"
"13622","tt0100911","0","0"
"13623","tt0100916","0","0"
"13624","tt0100917","0","0"
"13625","tt0100920","0","0"
"13626","tt0100921","0","0"
"13627","tt0100923","0","0"
"13628","tt0100924","0.2","0.24"
"13629","tt0100926","0","0"
"13630","tt0100928","0.6","0.1875"
"13631","tt0100929","0","0"
"13632","tt0100930","0","0"
"13633","tt0100931","0","0"
"13634","tt0100932","0","0"
"13635","tt0100935","0.0888888888888889","0.148148148148148"
"13636","tt0100944","0","0"
"13637","tt0100949","0","0"
"13638","tt0100954","0","0"
"13639","tt0100956","0","0"
"13640","tt0100962","0","0"
"13641","tt0100966","0","0"
"13642","tt0100994","0","0"
"13643","tt0100998","0","0"
"13644","tt0101004","0","0"
"13645","tt0101020","1","0"
"13646","tt0101022","0","0"
"13647","tt0101025","0","0"
"13648","tt0101026","0.666666666666667","0.5"
"13649","tt0101033","1","0"
"13650","tt0101039","0","0"
"13651","tt0101040","0","0"
"13652","tt0101041","0","0"
"13653","tt0101042","0.666666666666667","0.5"
"13654","tt0101047","0","0"
"13655","tt0101050","0","0"
"13656","tt0101053","0","0"
"13657","tt0101055","0","0"
"13658","tt0101056","0.666666666666667","0.5"
"13659","tt0101058","0","0"
"13660","tt0101060","0","0"
"13661","tt0101064","0.333333333333333","0.25"
"13662","tt0101065","0","0"
"13663","tt0101069","0.320512820512821","0.375"
"13664","tt0101071","0","0"
"13665","tt0101073","0.333333333333333","0.25"
"13666","tt0101074","0","0"
"13667","tt0101077","0","0"
"13668","tt0101078","0","0"
"13669","tt0101082","1","0"
"13670","tt0101084","0","0"
"13671","tt0101085","0","0"
"13672","tt0101087","0","0"
"13673","tt0101088","0","0"
"13674","tt0101100","0","0"
"13675","tt0101104","0","0"
"13676","tt0101108","0","0"
"13677","tt0101112","0","0"
"13678","tt0101114","0","0"
"13679","tt0101117","0","0"
"13680","tt0101118","0","0"
"13681","tt0101119","0","0"
"13682","tt0101120","0","0"
"13683","tt0101121","1","0"
"13684","tt0101123","0","0"
"13685","tt0101124","0.214285714285714","0.408163265306122"
"13686","tt0101126","0","0"
"13687","tt0101136","0","0"
"13688","tt0101145","0","0"
"13689","tt0101148","0.166666666666667","0.222222222222222"
"13690","tt0101150","0","0"
"13691","tt0101153","0","0"
"13692","tt0101155","0","0"
"13693","tt0101158","0","0"
"13694","tt0101163","0","0"
"13695","tt0101165","0","0"
"13696","tt0101169","0.166666666666667","0.222222222222222"
"13697","tt0101171","0","0"
"13698","tt0101173","0","0"
"13699","tt0101174","0","0"
"13700","tt0101175","0.333333333333333","0.25"
"13701","tt0101176","0.333333333333333","0.25"
"13702","tt0101184","0","0"
"13703","tt0101188","0.0666666666666667","0.16"
"13704","tt0101190","0","0"
"13705","tt0101195","0","0"
"13706","tt0101198","0","0"
"13707","tt0101199","0.238095238095238","0.305555555555556"
"13708","tt0101200","0","0"
"13709","tt0101202","0","0"
"13710","tt0101204","0","0"
"13711","tt0101206","1","0"
"13712","tt0101208","0","0"
"13713","tt0101209","0","0"
"13714","tt0101211","0","0"
"13715","tt0101221","0","0"
"13716","tt0101223","0.333333333333333","0.25"
"13717","tt0101225","0","0"
"13718","tt0101229","0","0"
"13719","tt0101230","0","0"
"13720","tt0101232","0","0"
"13721","tt0101237","0","0"
"13722","tt0101240","0","0"
"13723","tt0101250","0","0"
"13724","tt0101252","0","0"
"13725","tt0101254","0","0"
"13726","tt0101256","0","0"
"13727","tt0101265","0","0"
"13728","tt0101268","0","0"
"13729","tt0101272","0.0476190476190476","0.138888888888889"
"13730","tt0101273","0","0"
"13731","tt0101277","0","0"
"13732","tt0101279","0","0"
"13733","tt0101288","0","0"
"13734","tt0101296","0","0"
"13735","tt0101301","0","0"
"13736","tt0101308","0","0"
"13737","tt0101317","0","0"
"13738","tt0101320","0","0"
"13739","tt0101321","0","0"
"13740","tt0101324","0","0"
"13741","tt0101328","0","0"
"13742","tt0101329","0.166666666666667","0.222222222222222"
"13743","tt0101337","0","0"
"13744","tt0101343","0","0"
"13745","tt0101345","0","0"
"13746","tt0101355","0","0"
"13747","tt0101356","0","0"
"13748","tt0101368","1","0"
"13749","tt0101371","0","0"
"13750","tt0101373","0","0"
"13751","tt0101376","1","0"
"13752","tt0101379","0","0"
"13753","tt0101388","0","0"
"13754","tt0101392","0.5","0.666666666666667"
"13755","tt0101393","0.0666666666666667","0.172839506172839"
"13756","tt0101395","0","0"
"13757","tt0101398","0","0"
"13758","tt0101404","0","0"
"13759","tt0101408","0","0"
"13760","tt0101409","0","0"
"13761","tt0101410","0.25","0.28125"
"13762","tt0101414","0","0"
"13763","tt0101416","0","0"
"13764","tt0101419","0","0"
"13765","tt0101420","0","0"
"13766","tt0101427","0","0"
"13767","tt0101428","0","0"
"13768","tt0101429","0","0"
"13769","tt0101431","0","0"
"13770","tt0101435","0.166666666666667","0.222222222222222"
"13771","tt0101436","0","0"
"13772","tt0101444","0","0"
"13773","tt0101445","0","0"
"13774","tt0101452","0","0"
"13775","tt0101453","0","0"
"13776","tt0101455","0","0"
"13777","tt0101458","0","0"
"13778","tt0101464","0","0"
"13779","tt0101465","0","0"
"13780","tt0101467","0","0"
"13781","tt0101473","0","0"
"13782","tt0101476","0","0"
"13783","tt0101477","0","0"
"13784","tt0101478","0","0"
"13785","tt0101481","1","0"
"13786","tt0101482","0.333333333333333","0.25"
"13787","tt0101491","0","0"
"13788","tt0101492","1","0"
"13789","tt0101499","0","0"
"13790","tt0101500","0","0"
"13791","tt0101501","0","0"
"13792","tt0101502","0","0"
"13793","tt0101504","0","0"
"13794","tt0101506","0.333333333333333","0.25"
"13795","tt0101507","0","0"
"13796","tt0101510","0","0"
"13797","tt0101511","0","0"
"13798","tt0101515","0","0"
"13799","tt0101516","0.0476190476190476","0.138888888888889"
"13800","tt0101518","0","0"
"13801","tt0101520","0","0"
"13802","tt0101523","0","0"
"13803","tt0101524","0","0"
"13804","tt0101530","0","0"
"13805","tt0101531","1","0"
"13806","tt0101536","0","0"
"13807","tt0101540","0.2","0.375"
"13808","tt0101544","0","0"
"13809","tt0101545","0","0"
"13810","tt0101549","0","0"
"13811","tt0101550","0.133333333333333","0.08"
"13812","tt0101551","0","0"
"13813","tt0101552","0","0"
"13814","tt0101559","0","0"
"13815","tt0101560","0","0"
"13816","tt0101566","1","0"
"13817","tt0101569","0","0"
"13818","tt0101576","0","0"
"13819","tt0101577","0","0"
"13820","tt0101584","0","0"
"13821","tt0101587","0.1","0.1875"
"13822","tt0101588","0","0"
"13823","tt0101590","0.3","0.25"
"13824","tt0101592","0","0"
"13825","tt0101593","0","0"
"13826","tt0101594","0","0"
"13827","tt0101595","0","0"
"13828","tt0101596","0","0"
"13829","tt0101597","0","0"
"13830","tt0101605","0","0"
"13831","tt0101606","0","0"
"13832","tt0101608","0","0"
"13833","tt0101609","0","0"
"13834","tt0101611","0","0"
"13835","tt0101615","0","0"
"13836","tt0101621","0","0"
"13837","tt0101622","0","0"
"13838","tt0101625","0.166666666666667","0.222222222222222"
"13839","tt0101627","0","0"
"13840","tt0101628","0","0"
"13841","tt0101629","0","0"
"13842","tt0101631","0","0"
"13843","tt0101635","0","0"
"13844","tt0101640","0","0"
"13845","tt0101645","0","0"
"13846","tt0101652","0","0"
"13847","tt0101653","0","0"
"13848","tt0101654","0","0"
"13849","tt0101656","0","0"
"13850","tt0101659","0","0"
"13851","tt0101660","0","0"
"13852","tt0101664","0","0"
"13853","tt0101669","0","0"
"13854","tt0101671","0","0"
"13855","tt0101672","0","0"
"13856","tt0101674","0","0"
"13857","tt0101675","0","0"
"13858","tt0101677","0","0"
"13859","tt0101678","0","0"
"13860","tt0101686","0","0"
"13861","tt0101688","0","0"
"13862","tt0101691","0","0"
"13863","tt0101692","0","0"
"13864","tt0101693","0","0"
"13865","tt0101694","0","0"
"13866","tt0101695","0","0"
"13867","tt0101698","0","0"
"13868","tt0101701","0","0"
"13869","tt0101702","0","0"
"13870","tt0101704","0","0"
"13871","tt0101707","0","0"
"13872","tt0101720","0","0"
"13873","tt0101725","0","0"
"13874","tt0101737","0","0"
"13875","tt0101741","0","0"
"13876","tt0101744","0","0"
"13877","tt0101745","0.333333333333333","0.25"
"13878","tt0101746","0","0"
"13879","tt0101751","0","0"
"13880","tt0101753","1","0"
"13881","tt0101757","0","0"
"13882","tt0101758","0","0"
"13883","tt0101760","0","0"
"13884","tt0101761","0.133333333333333","0.32"
"13885","tt0101764","1","0"
"13886","tt0101766","0","0"
"13887","tt0101769","0","0"
"13888","tt0101775","0","0"
"13889","tt0101776","0","0"
"13890","tt0101783","0","0"
"13891","tt0101786","0","0"
"13892","tt0101787","0.5","0.222222222222222"
"13893","tt0101793","0","0"
"13894","tt0101798","0","0"
"13895","tt0101808","0","0"
"13896","tt0101809","0","0"
"13897","tt0101810","0","0"
"13898","tt0101811","0","0"
"13899","tt0101812","0","0"
"13900","tt0101834","0","0"
"13901","tt0101844","0","0"
"13902","tt0101846","0","0"
"13903","tt0101857","0","0"
"13904","tt0101858","0","0"
"13905","tt0101859","0","0"
"13906","tt0101860","0","0"
"13907","tt0101862","0.266666666666667","0.16"
"13908","tt0101863","0","0"
"13909","tt0101866","1","0"
"13910","tt0101869","0","0"
"13911","tt0101870","0","0"
"13912","tt0101874","0","0"
"13913","tt0101877","0","0"
"13914","tt0101878","0","0"
"13915","tt0101880","0","0"
"13916","tt0101882","0","0"
"13917","tt0101889","0.0222222222222222","0.0987654320987654"
"13918","tt0101891","0.333333333333333","0.25"
"13919","tt0101893","0","0"
"13920","tt0101897","1","0"
"13921","tt0101898","0","0"
"13922","tt0101902","0","0"
"13923","tt0101903","0","0"
"13924","tt0101906","0","0"
"13925","tt0101909","0","0"
"13926","tt0101912","0.1","0.1875"
"13927","tt0101917","0.833333333333333","0.222222222222222"
"13928","tt0101921","0.333333333333333","0.25"
"13929","tt0101931","0","0"
"13930","tt0101933","0","0"
"13931","tt0101934","0","0"
"13932","tt0101943","0","0"
"13933","tt0101945","0.333333333333333","0.25"
"13934","tt0101953","0","0"
"13935","tt0101954","0","0"
"13936","tt0101955","0","0"
"13937","tt0101961","0.380952380952381","0.333333333333333"
"13938","tt0101965","0","0"
"13939","tt0101969","0.285714285714286","0.444444444444444"
"13940","tt0101970","0","0"
"13941","tt0101975","0","0"
"13942","tt0101976","0","0"
"13943","tt0101983","0","0"
"13944","tt0101984","0.266666666666667","0.16"
"13945","tt0101985","0","0"
"13946","tt0101988","0","0"
"13947","tt0101991","0","0"
"13948","tt0101996","0","0"
"13949","tt0101997","0","0"
"13950","tt0102002","0","0"
"13951","tt0102004","0.166666666666667","0.222222222222222"
"13952","tt0102009","0","0"
"13953","tt0102010","0","0"
"13954","tt0102011","0","0"
"13955","tt0102015","0","0"
"13956","tt0102024","0","0"
"13957","tt0102027","0","0"
"13958","tt0102029","0","0"
"13959","tt0102031","0","0"
"13960","tt0102034","0.583333333333333","0.1875"
"13961","tt0102043","0","0"
"13962","tt0102048","0.2","0.375"
"13963","tt0102050","0","0"
"13964","tt0102057","0.107142857142857","0.36734693877551"
"13965","tt0102059","0.166666666666667","0.222222222222222"
"13966","tt0102062","0","0"
"13967","tt0102067","0","0"
"13968","tt0102070","0.133333333333333","0.222222222222222"
"13969","tt0102072","0","0"
"13970","tt0102076","0","0"
"13971","tt0102077","0","0"
"13972","tt0102078","0","0"
"13973","tt0102085","0","0"
"13974","tt0102103","0","0"
"13975","tt0102106","0","0"
"13976","tt0102109","0","0"
"13977","tt0102112","0","0"
"13978","tt0102116","0","0"
"13979","tt0102125","0","0"
"13980","tt0102128","0","0"
"13981","tt0102129","0","0"
"13982","tt0102136","0","0"
"13983","tt0102138","0.0666666666666667","0.172839506172839"
"13984","tt0102146","0","0"
"13985","tt0102164","0","0"
"13986","tt0102167","0","0"
"13987","tt0102170","0","0"
"13988","tt0102174","0","0"
"13989","tt0102175","0.5","0.222222222222222"
"13990","tt0102177","0","0"
"13991","tt0102178","0","0"
"13992","tt0102181","0.0222222222222222","0.0987654320987654"
"13993","tt0102193","0","0"
"13994","tt0102194","0","0"
"13995","tt0102202","0","0"
"13996","tt0102205","0.333333333333333","0.25"
"13997","tt0102208","0","0"
"13998","tt0102211","0","0"
"13999","tt0102212","0","0"
"14000","tt0102216","0.166666666666667","0.222222222222222"
"14001","tt0102220","0","0"
"14002","tt0102224","0.111111111111111","0.246913580246914"
"14003","tt0102225","0","0"
"14004","tt0102227","0","0"
"14005","tt0102230","0","0"
"14006","tt0102239","1","0"
"14007","tt0102245","0","0"
"14008","tt0102250","0","0"
"14009","tt0102266","0.2","0.375"
"14010","tt0102277","0","0"
"14011","tt0102279","0","0"
"14012","tt0102288","0","0"
"14013","tt0102290","0","0"
"14014","tt0102299","0","0"
"14015","tt0102301","0","0"
"14016","tt0102302","0","0"
"14017","tt0102303","0.166666666666667","0.222222222222222"
"14018","tt0102307","0.166666666666667","0.222222222222222"
"14019","tt0102309","0","0"
"14020","tt0102311","0","0"
"14021","tt0102313","0","0"
"14022","tt0102316","0","0"
"14023","tt0102320","0","0"
"14024","tt0102322","0","0"
"14025","tt0102323","0","0"
"14026","tt0102328","0","0"
"14027","tt0102329","0","0"
"14028","tt0102340","0","0"
"14029","tt0102341","0","0"
"14030","tt0102342","0","0"
"14031","tt0102343","0","0"
"14032","tt0102350","0","0"
"14033","tt0102357","0","0"
"14034","tt0102358","0","0"
"14035","tt0102359","0","0"
"14036","tt0102367","0","0"
"14037","tt0102370","0","0"
"14038","tt0102388","0","0"
"14039","tt0102394","0","0"
"14040","tt0102397","0","0"
"14041","tt0102404","0","0"
"14042","tt0102411","0.166666666666667","0.222222222222222"
"14043","tt0102422","0","0"
"14044","tt0102428","0.333333333333333","0.25"
"14045","tt0102430","0","0"
"14046","tt0102431","0","0"
"14047","tt0102432","0","0"
"14048","tt0102436","0","0"
"14049","tt0102439","0","0"
"14050","tt0102443","1","0"
"14051","tt0102444","0","0"
"14052","tt0102449","0","0"
"14053","tt0102450","0.166666666666667","0.222222222222222"
"14054","tt0102453","0","0"
"14055","tt0102456","0","0"
"14056","tt0102458","0","0"
"14057","tt0102460","0","0"
"14058","tt0102465","0","0"
"14059","tt0102467","0","0"
"14060","tt0102468","0","0"
"14061","tt0102469","0","0"
"14062","tt0102475","0","0"
"14063","tt0102477","0","0"
"14064","tt0102478","0","0"
"14065","tt0102482","0","0"
"14066","tt0102484","0","0"
"14067","tt0102485","0","0"
"14068","tt0102492","0.0444444444444444","0.197530864197531"
"14069","tt0102493","0","0"
"14070","tt0102494","0.1","0.1875"
"14071","tt0102505","0","0"
"14072","tt0102510","0.6","0.1875"
"14073","tt0102511","0.0666666666666667","0.16"
"14074","tt0102517","0","0"
"14075","tt0102521","1","0"
"14076","tt0102525","0.2","0.375"
"14077","tt0102526","0","0"
"14078","tt0102533","0","0"
"14079","tt0102535","0","0"
"14080","tt0102536","0","0"
"14081","tt0102543","0","0"
"14082","tt0102555","0","0"
"14083","tt0102557","0","0"
"14084","tt0102558","0","0"
"14085","tt0102573","0","0"
"14086","tt0102577","0","0"
"14087","tt0102578","0","0"
"14088","tt0102585","0.333333333333333","0.25"
"14089","tt0102590","0.0476190476190476","0.138888888888889"
"14090","tt0102591","0","0"
"14091","tt0102592","0","0"
"14092","tt0102593","0","0"
"14093","tt0102595","0","0"
"14094","tt0102598","0.166666666666667","0.222222222222222"
"14095","tt0102602","0","0"
"14096","tt0102603","0.333333333333333","0.25"
"14097","tt0102609","0.166666666666667","0.222222222222222"
"14098","tt0102613","0","0"
"14099","tt0102614","0","0"
"14100","tt0102619","0.333333333333333","0.25"
"14101","tt0102631","0","0"
"14102","tt0102638","0.0666666666666667","0.16"
"14103","tt0102647","0","0"
"14104","tt0102654","0","0"
"14105","tt0102655","0","0"
"14106","tt0102670","0","0"
"14107","tt0102676","0","0"
"14108","tt0102680","0","0"
"14109","tt0102681","0","0"
"14110","tt0102685","0.0888888888888889","0.271604938271605"
"14111","tt0102691","0.333333333333333","0.25"
"14112","tt0102697","0","0"
"14113","tt0102703","0.0952380952380952","0.277777777777778"
"14114","tt0102707","0","0"
"14115","tt0102708","0","0"
"14116","tt0102713","0","0"
"14117","tt0102714","0","0"
"14118","tt0102715","0","0"
"14119","tt0102719","0","0"
"14120","tt0102721","0","0"
"14121","tt0102722","0","0"
"14122","tt0102724","0.2","0.24"
"14123","tt0102728","0","0"
"14124","tt0102729","0","0"
"14125","tt0102733","0.333333333333333","0.25"
"14126","tt0102735","0","0"
"14127","tt0102741","0","0"
"14128","tt0102744","0","0"
"14129","tt0102749","0","0"
"14130","tt0102753","0.0444444444444444","0.0740740740740741"
"14131","tt0102757","0","0"
"14132","tt0102764","0","0"
"14133","tt0102768","0.133333333333333","0.08"
"14134","tt0102770","0","0"
"14135","tt0102789","0.107142857142857","0.204081632653061"
"14136","tt0102797","0","0"
"14137","tt0102798","0.0833333333333333","0.1875"
"14138","tt0102801","0","0"
"14139","tt0102802","0","0"
"14140","tt0102803","0","0"
"14141","tt0102804","0","0"
"14142","tt0102813","0","0"
"14143","tt0102816","0","0"
"14144","tt0102817","0","0"
"14145","tt0102818","0","0"
"14146","tt0102820","0","0"
"14147","tt0102821","0","0"
"14148","tt0102823","0","0"
"14149","tt0102829","0","0"
"14150","tt0102832","0","0"
"14151","tt0102842","0","0"
"14152","tt0102848","0","0"
"14153","tt0102849","0","0"
"14154","tt0102854","0","0"
"14155","tt0102860","0","0"
"14156","tt0102861","0","0"
"14157","tt0102864","1","0"
"14158","tt0102865","0","0"
"14159","tt0102868","0","0"
"14160","tt0102870","1","0"
"14161","tt0102879","0","0"
"14162","tt0102880","0","0"
"14163","tt0102882","0","0"
"14164","tt0102888","0","0"
"14165","tt0102895","0","0"
"14166","tt0102899","0","0"
"14167","tt0102900","0","0"
"14168","tt0102902","0","0"
"14169","tt0102913","0","0"
"14170","tt0102915","0","0"
"14171","tt0102920","0","0"
"14172","tt0102926","0.0666666666666667","0.172839506172839"
"14173","tt0102929","0","0"
"14174","tt0102933","0","0"
"14175","tt0102938","0","0"
"14176","tt0102945","0","0"
"14177","tt0102951","0","0"
"14178","tt0102952","0","0"
"14179","tt0102960","0.1","0.1875"
"14180","tt0102962","0","0"
"14181","tt0102969","0","0"
"14182","tt0102975","0.355555555555556","0.222222222222222"
"14183","tt0102977","0","0"
"14184","tt0102984","0","0"
"14185","tt0102991","0","0"
"14186","tt0102992","0","0"
"14187","tt0102994","0","0"
"14188","tt0102996","0","0"
"14189","tt0103002","0","0"
"14190","tt0103003","0","0"
"14191","tt0103005","0","0"
"14192","tt0103006","0","0"
"14193","tt0103007","0","0"
"14194","tt0103008","0","0"
"14195","tt0103010","0","0"
"14196","tt0103016","0","0"
"14197","tt0103017","0","0"
"14198","tt0103033","0","0"
"14199","tt0103035","0","0"
"14200","tt0103036","0","0"
"14201","tt0103039","0","0"
"14202","tt0103044","0","0"
"14203","tt0103055","0","0"
"14204","tt0103057","0","0"
"14205","tt0103064","0.111111111111111","0.37037037037037"
"14206","tt0103065","0","0"
"14207","tt0103069","1","0"
"14208","tt0103074","0.0476190476190476","0.138888888888889"
"14209","tt0103076","0","0"
"14210","tt0103080","0","0"
"14211","tt0103082","0","0"
"14212","tt0103093","0","0"
"14213","tt0103100","0","0"
"14214","tt0103103","1","0"
"14215","tt0103110","0","0"
"14216","tt0103112","0","0"
"14217","tt0103116","0.333333333333333","0.25"
"14218","tt0103123","0","0"
"14219","tt0103125","0","0"
"14220","tt0103128","0","0"
"14221","tt0103129","0","0"
"14222","tt0103130","0","0"
"14223","tt0103135","0","0"
"14224","tt0103139","0","0"
"14225","tt0103143","0","0"
"14226","tt0103154","0","0"
"14227","tt0103157","1","0"
"14228","tt0103158","0","0"
"14229","tt0103160","0","0"
"14230","tt0103170","0","0"
"14231","tt0103176","0","0"
"14232","tt0103181","0","0"
"14233","tt0103184","0","0"
"14234","tt0103205","0","0"
"14235","tt0103233","0","0"
"14236","tt0103235","0","0"
"14237","tt0103237","0","0"
"14238","tt0103239","0","0"
"14239","tt0103241","0","0"
"14240","tt0103243","0","0"
"14241","tt0103249","0","0"
"14242","tt0103251","0.0666666666666667","0.16"
"14243","tt0103253","0","0"
"14244","tt0103254","0","0"
"14245","tt0103262","0","0"
"14246","tt0103263","0","0"
"14247","tt0103266","0","0"
"14248","tt0103268","0","0"
"14249","tt0103275","0","0"
"14250","tt0103276","0.333333333333333","0.25"
"14251","tt0103277","0","0"
"14252","tt0103284","0","0"
"14253","tt0103303","0.1","0.1875"
"14254","tt0103311","0","0"
"14255","tt0103312","0","0"
"14256","tt0103346","0","0"
"14257","tt0103347","0","0"
"14258","tt0103350","0","0"
"14259","tt0103353","0","0"
"14260","tt0103354","0","0"
"14261","tt0103359","0.266666666666667","0.16"
"14262","tt0103360","0","0"
"14263","tt0103365","0","0"
"14264","tt0103366","0","0"
"14265","tt0103374","0.2","0.375"
"14266","tt0103377","0","0"
"14267","tt0103379","0","0"
"14268","tt0103382","0","0"
"14269","tt0103383","0","0"
"14270","tt0103392","0","0"
"14271","tt0103405","0.5","0.222222222222222"
"14272","tt0103407","0","0"
"14273","tt0103408","0","0"
"14274","tt0103411","0","0"
"14275","tt0103413","0","0"
"14276","tt0103414","1","0"
"14277","tt0103415","0","0"
"14278","tt0103419","0","0"
"14279","tt0103424","0","0"
"14280","tt0103426","0","0"
